Date,Product,SKU,Quantity,Unit Type,Price Per Unit ($),Multiplier,Owner,Repository Slug,Username,Actions Workflow,Notes
2024-07-19,Actions,Compute - UBUNTU,54,minute,0.008,1.0,foundationmsf,mobileapp,kalyani-msf,.github/workflows/main_instrumentation_tests.yml,
2024-07-19,Shared Storage,Shared Storage,0.0009,gb-day,0.008,1.0,foundationmsf,antibiogo-qa-automation,,,
2024-07-19,Shared Storage,Shared Storage,0.0248,gb-day,0.008,1.0,foundationmsf,expertsystem,,,
2024-07-19,Shared Storage,Shared Storage,4.1371,gb-day,0.008,1.0,foundationmsf,mobileapp,,,
2024-07-20,Shared Storage,Shared Storage,0.0009,gb-day,0.008,1.0,foundationmsf,antibiogo-qa-automation,,,
2024-07-20,Shared Storage,Shared Storage,4.1388,gb-day,0.008,1.0,foundationmsf,mobileapp,,,
2024-07-20,Shared Storage,Shared Storage,0.0248,gb-day,0.008,1.0,foundationmsf,expertsystem,,,
2024-07-21,Actions,Compute - UBUNTU,25,minute,0.008,1.0,foundationmsf,mobileapp,kalyani-msf,.github/workflows/main_release_routine.yml,
2024-07-21,Actions,Compute - UBUNTU,1,minute,0.008,1.0,foundationmsf,mobileapp,kalyani-msf,.github/workflows/clear_cache.yml,
2024-07-21,Actions,Compute - UBUNTU,20,minute,0.008,1.0,foundationmsf,mobileapp,kalyani-msf,.github/workflows/dev_unit_test_with_code_coverage.yml,
2024-07-21,Actions,Compute - UBUNTU,2,minute,0.008,1.0,foundationmsf,mobileapp,kalyani-msf,.github/workflows/dependency_scan.yml,
2024-07-21,Actions,Compute - UBUNTU,1,minute,0.008,1.0,foundationmsf,mobileapp,syedmsf,.github/workflows/clear_cache.yml,
2024-07-21,Actions,Compute - UBUNTU,53,minute,0.008,1.0,foundationmsf,mobileapp,kalyani-msf,.github/workflows/dev_instrumentation_tests.yml,
2024-07-21,Actions,Compute - UBUNTU,23,minute,0.008,1.0,foundationmsf,mobileapp,syedmsf,.github/workflows/dev_unit_test_with_code_coverage.yml,
2024-07-21,Actions,Compute - UBUNTU,24,minute,0.008,1.0,foundationmsf,mobileapp,kalyani-msf,.github/workflows/dev_release_internal.yml,
2024-07-21,Actions,Compute - UBUNTU,61,minute,0.008,1.0,foundationmsf,mobileapp,syedmsf,.github/workflows/dev_instrumentation_tests.yml,
2024-07-21,Shared Storage,Shared Storage,0.0009,gb-day,0.008,1.0,foundationmsf,antibiogo-qa-automation,,,
2024-07-21,Shared Storage,Shared Storage,4.1392,gb-day,0.008,1.0,foundationmsf,mobileapp,,,
2024-07-21,Shared Storage,Shared Storage,0.0244,gb-day,0.008,1.0,foundationmsf,expertsystem,,,
2024-07-22,Actions,Compute - UBUNTU,61,minute,0.008,1.0,foundationmsf,mobileapp,harshal-msf,.github/workflows/dev_unit_test_with_code_coverage.yml,
2024-07-22,Actions,Compute - UBUNTU,67,minute,0.008,1.0,foundationmsf,mobileapp,syedmsf,.github/workflows/dev_instrumentation_tests.yml,
2024-07-22,Actions,Compute - UBUNTU,82,minute,0.008,1.0,foundationmsf,mobileapp,syedmsf,.github/workflows/dev_unit_test_with_code_coverage.yml,
2024-07-22,Actions,Compute - UBUNTU,1,minute,0.008,1.0,foundationmsf,mobileapp,harshal-msf,.github/workflows/clear_cache.yml,
2024-07-22,Actions,Compute - UBUNTU,44,minute,0.008,1.0,foundationmsf,mobileapp,harshal-msf,.github/workflows/dev_instrumentation_tests.yml,
2024-07-22,Actions,Compute - UBUNTU,12,minute,0.008,1.0,foundationmsf,expertsystem,elangoRamar,.github/workflows/pull_request.yml,
2024-07-22,Actions,Compute - UBUNTU,1,minute,0.008,1.0,foundationmsf,mobileapp,syedmsf,.github/workflows/clear_cache.yml,
2024-07-22,Shared Storage,Shared Storage,0.0009,gb-day,0.008,1.0,foundationmsf,antibiogo-qa-automation,,,
2024-07-22,Shared Storage,Shared Storage,4.1428,gb-day,0.008,1.0,foundationmsf,mobileapp,,,
2024-07-22,Shared Storage,Shared Storage,0.0243,gb-day,0.008,1.0,foundationmsf,expertsystem,,,
2024-07-23,Actions,Compute - UBUNTU,128,minute,0.008,1.0,foundationmsf,mobileapp,syedmsf,.github/workflows/dev_instrumentation_tests.yml,
2024-07-23,Actions,Compute - UBUNTU,30,minute,0.008,1.0,foundationmsf,mobileapp,Ramya-MSF,.github/workflows/automation_main_release_stable.yml,
2024-07-23,Actions,Compute - UBUNTU,26,minute,0.008,1.0,foundationmsf,mobileapp,Ramya-MSF,.github/workflows/dev_deploy_apk_local.yml,
2024-07-23,Actions,Compute - UBUNTU,11,minute,0.008,1.0,foundationmsf,antibiogo-qa-automation,Ramya-MSF,.github/workflows/appium-tests-on-uploaded-dev-apk.yml,
2024-07-23,Actions,Compute - UBUNTU,99,minute,0.008,1.0,foundationmsf,mobileapp,syedmsf,.github/workflows/dev_unit_test_with_code_coverage.yml,
2024-07-23,Actions,Compute - UBUNTU,6,minute,0.008,1.0,foundationmsf,mobileapp,syedmsf,.github/workflows/clear_cache.yml,
2024-07-23,Actions,Compute - UBUNTU,6,minute,0.008,1.0,foundationmsf,antibiogo-backoffice,elangoRamar,.github/workflows/deploy_dev.yml,
2024-07-23,Actions,Compute - UBUNTU,24,minute,0.008,1.0,foundationmsf,mobileapp,syedmsf,.github/workflows/dev_deploy_apk_local.yml,
2024-07-23,Actions,Compute - UBUNTU,8,minute,0.008,1.0,foundationmsf,antibiogo-qa-automation,Ramya-MSF,.github/workflows/appium-tests-on-preuploaded-staging-apk.yml,
2024-07-23,Actions,Compute - UBUNTU,57,minute,0.008,1.0,foundationmsf,mobileapp,harshal-msf,.github/workflows/dev_unit_test_with_code_coverage.yml,
2024-07-23,Actions,Compute - UBUNTU,52,minute,0.008,1.0,foundationmsf,mobileapp,harshal-msf,.github/workflows/dev_instrumentation_tests.yml,
2024-07-23,Actions,Compute - UBUNTU,8,minute,0.008,1.0,foundationmsf,expertsystem,elangoRamar,.github/workflows/pull_request.yml,
2024-07-23,Actions,Compute - UBUNTU,23,minute,0.008,1.0,foundationmsf,mobileapp,syedmsf,.github/workflows/dev_release_internal.yml,
2024-07-23,Shared Storage,Shared Storage,0.0011,gb-day,0.008,1.0,foundationmsf,antibiogo-qa-automation,,,
2024-07-23,Shared Storage,Shared Storage,4.7477,gb-day,0.008,1.0,foundationmsf,mobileapp,,,
2024-07-23,Shared Storage,Shared Storage,0.0251,gb-day,0.008,1.0,foundationmsf,expertsystem,,,
2024-07-24,Actions,Compute - UBUNTU,104,minute,0.008,1.0,foundationmsf,mobileapp,syedmsf,.github/workflows/dev_instrumentation_tests.yml,
2024-07-24,Actions,Compute - UBUNTU,38,minute,0.008,1.0,foundationmsf,mobileapp,syedmsf,.github/workflows/dev_unit_test_with_code_coverage.yml,
2024-07-24,Actions,Compute - UBUNTU,41,minute,0.008,1.0,foundationmsf,mobileapp,harshal-msf,.github/workflows/dev_unit_test_with_code_coverage.yml,
2024-07-24,Actions,Compute - UBUNTU,39,minute,0.008,1.0,foundationmsf,mobileapp,harshal-msf,.github/workflows/dev_instrumentation_tests.yml,
2024-07-24,Actions,Compute - UBUNTU,22,minute,0.008,1.0,foundationmsf,mobileapp,harshal-msf,.github/workflows/dev_release_internal.yml,
2024-07-24,Shared Storage,Shared Storage,0.0008,gb-day,0.008,1.0,foundationmsf,antibiogo-qa-automation,,,
2024-07-24,Shared Storage,Shared Storage,3.6021,gb-day,0.008,1.0,foundationmsf,mobileapp,,,
2024-07-24,Shared Storage,Shared Storage,0.0196,gb-day,0.008,1.0,foundationmsf,expertsystem,,,
